transaction_id,customer_id,vendor_type,vendor_name,product_category,amount,transaction_datetime,day
"TXN00013821","CUST019637","Food & Beverage","Liquid Courage Bar","BBQ Plate","15","2024-07-19 03:34:45","2024-07-19"
"TXN00013822","CUST017636","Food & Beverage","Riff Refreshments","Burger","16","2024-07-20 18:06:14","2024-07-21"
"TXN00013823","CUST009032","Food & Beverage","Riff Refreshments","Burger","16","2024-07-19 19:42:33","2024-07-20"
"TXN00013824","CUST022227","Food & Beverage","Headbang Burgers","Energy Drink","6","2024-07-19 02:12:48","2024-07-19"
"TXN00013825","CUST026820","Merchandise","Metal Mayhem Merch","Vinyl Record","35","2024-07-19 16:54:51","2024-07-20"
"TXN00013826","CUST004163","Merchandise","Skull & Bones Co","Hoodie","50","2024-07-20 19:26:43","2024-07-21"
"TXN00013827","CUST003870","Merchandise","Blackened Apparel","Flag/Banner","35","2024-07-18 22:46:50","2024-07-19"
"TXN00013828","CUST007965","Food & Beverage","Metal Munchies","Water","5","2024-07-18 17:45:35","2024-07-19"
"TXN00013829","CUST023465","Merchandise","Headbanger Heaven","Hat/Cap","20","2024-07-20 22:19:56","2024-07-21"
"TXN00013830","CUST011756","Food & Beverage","Stage Dive Pizza","BBQ Plate","15","2024-07-20 18:31:45","2024-07-21"
"TXN00013831","CUST011969","Food & Beverage","Doom Dogs","Burger","14","2024-07-19 21:38:45","2024-07-20"
"TXN00013832","CUST029887","Food & Beverage","Stage Dive Pizza","Soda","6","2024-07-19 03:41:56","2024-07-19"
"TXN00013833","CUST016627","Merchandise","Riff Raff Gear","Flag/Banner","35","2024-07-20 16:22:55","2024-07-21"
"TXN00013834","CUST009271","Food & Beverage","Liquid Courage Bar","Water","4","2024-07-18 18:24:26","2024-07-19"
"TXN00013835","CUST028238","Food & Beverage","Stage Dive Pizza","Pizza Slice","6","2024-07-19 19:05:04","2024-07-20"
"TXN00013836","CUST006959","Food & Beverage","Stage Dive Pizza","Water","4","2024-07-19 00:20:11","2024-07-19"
"TXN00013837","CUST021386","Food & Beverage","Riff Refreshments","Fries","8","2024-07-18 21:20:58","2024-07-19"
"TXN00013838","CUST005000","Food & Beverage","Metal Munchies","Hot Dog","8","2024-07-20 23:08:09","2024-07-21"
"TXN00013839","CUST014181","Merchandise","Blackened Apparel","Hat/Cap","20","2024-07-21 02:29:39","2024-07-21"
"TXN00013840","CUST016732","Merchandise","Metal Mayhem Merch","Hat/Cap","20","2024-07-20 19:36:41","2024-07-21"
"TXN00013841","CUST027568","Food & Beverage","Metal Munchies","Hot Dog","10","2024-07-20 02:16:49","2024-07-20"
"TXN00013842","CUST011133","Merchandise","Skull & Bones Co","Patch","8","2024-07-18 18:04:36","2024-07-19"
"TXN00013843","CUST027209","Merchandise","Blackened Apparel","T-Shirt","30","2024-07-20 16:30:43","2024-07-21"
"TXN00013844","CUST000326","Food & Beverage","Heavy Metal BBQ","Fries","6","2024-07-18 18:17:16","2024-07-19"
"TXN00013845","CUST021090","Food & Beverage","Heavy Metal BBQ","Soda","6","2024-07-19 16:54:18","2024-07-20"
"TXN00013846","CUST027419","Food & Beverage","Stage Dive Pizza","BBQ Plate","18","2024-07-18 21:16:17","2024-07-19"
"TXN00013847","CUST008487","Food & Beverage","Riff Refreshments","Pizza Slice","8","2024-07-19 00:04:17","2024-07-19"
"TXN00013848","CUST002392","Merchandise","Skull & Bones Co","T-Shirt","25","2024-07-21 00:09:47","2024-07-21"
"TXN00013849","CUST027916","Merchandise","Blackened Apparel","Flag/Banner","35","2024-07-18 19:43:27","2024-07-19"
"TXN00013850","CUST000267","Food & Beverage","Stage Dive Pizza","Burger","16","2024-07-19 00:09:59","2024-07-19"
"TXN00013851","CUST012261","Food & Beverage","Thrash Tacos","Fries","8","2024-07-18 23:03:26","2024-07-19"
"TXN00013852","CUST016963","Merchandise","Riff Raff Gear","Poster","25","2024-07-20 20:29:44","2024-07-21"
"TXN00013853","CUST003622","Merchandise","Riff Raff Gear","Hat/Cap","25","2024-07-20 18:42:43","2024-07-21"
"TXN00013854","CUST020376","Merchandise","Metal Mayhem Merch","Hoodie","60","2024-07-20 22:21:31","2024-07-21"
"TXN00013855","CUST004983","Food & Beverage","Doom Dogs","BBQ Plate","15","2024-07-19 19:11:32","2024-07-20"
"TXN00013856","CUST003659","Merchandise","Riff Raff Gear","Hoodie","70","2024-07-18 16:35:48","2024-07-19"
"TXN00013857","CUST021841","Food & Beverage","Doom Dogs","Water","4","2024-07-18 23:55:00","2024-07-19"
"TXN00013858","CUST020567","Food & Beverage","Headbang Burgers","Energy Drink","8","2024-07-21 01:27:59","2024-07-21"
"TXN00013859","CUST004466","Food & Beverage","Thrash Tacos","Water","4","2024-07-20 01:18:12","2024-07-20"
"TXN00013860","CUST009324","Food & Beverage","Thrash Tacos","Burger","12","2024-07-19 01:17:29","2024-07-19"
"TXN00013861","CUST018976","Food & Beverage","Metal Munchies","Pizza Slice","8","2024-07-19 02:47:04","2024-07-19"
"TXN00013862","CUST026201","Merchandise","Headbanger Heaven","Hoodie","60","2024-07-20 17:25:44","2024-07-21"
"TXN00013863","CUST010454","Food & Beverage","Doom Dogs","Burger","14","2024-07-20 20:37:48","2024-07-21"
"TXN00013864","CUST015201","Merchandise","Metal Mayhem Merch","Hoodie","50","2024-07-20 22:16:47","2024-07-21"
"TXN00013865","CUST005110","Food & Beverage","Doom Dogs","Soda","6","2024-07-20 21:56:45","2024-07-21"
"TXN00013866","CUST013565","Food & Beverage","Metal Munchies","BBQ Plate","15","2024-07-18 16:51:00","2024-07-19"
"TXN00013867","CUST011221","Merchandise","Riff Raff Gear","CD","12","2024-07-18 20:21:04","2024-07-19"
"TXN00013868","CUST010394","Food & Beverage","Doom Dogs","Burger","12","2024-07-20 03:50:28","2024-07-20"
"TXN00013869","CUST004902","Merchandise","Blackened Apparel","Hoodie","70","2024-07-21 03:31:08","2024-07-21"
"TXN00013870","CUST012479","Food & Beverage","Riff Refreshments","BBQ Plate","15","2024-07-21 02:13:01","2024-07-21"
"TXN00013871","CUST015826","Food & Beverage","Doom Dogs","BBQ Plate","18","2024-07-20 22:06:02","2024-07-21"
"TXN00013872","CUST018914","Food & Beverage","Liquid Courage Bar","BBQ Plate","20","2024-07-20 03:47:18","2024-07-20"
"TXN00013873","CUST023460","Food & Beverage","Heavy Metal BBQ","Tacos","12","2024-07-19 01:46:51","2024-07-19"
"TXN00013874","CUST023483","Food & Beverage","Metal Munchies","Beer","10","2024-07-19 21:45:45","2024-07-20"
"TXN00013875","CUST018290","Merchandise","Blackened Apparel","T-Shirt","25","2024-07-21 01:25:37","2024-07-21"
"TXN00013876","CUST014743","Food & Beverage","Stage Dive Pizza","Hot Dog","8","2024-07-18 18:46:30","2024-07-19"
"TXN00013877","CUST001635","Food & Beverage","Stage Dive Pizza","Water","4","2024-07-18 20:40:37","2024-07-19"
"TXN00013878","CUST004561","Food & Beverage","Headbang Burgers","Water","5","2024-07-21 00:43:40","2024-07-21"
"TXN00013879","CUST004536","Merchandise","Riff Raff Gear","Poster","15","2024-07-20 21:32:07","2024-07-21"
"TXN00013880","CUST006532","Food & Beverage","Thrash Tacos","Water","4","2024-07-19 19:49:24","2024-07-20"
"TXN00013881","CUST008156","Merchandise","Blackened Apparel","Vinyl Record","35","2024-07-20 17:28:36","2024-07-21"
"TXN00013882","CUST003529","Food & Beverage","Thrash Tacos","Energy Drink","8","2024-07-19 17:39:27","2024-07-20"
"TXN00013883","CUST013644","Food & Beverage","Thrash Tacos","Pizza Slice","6","2024-07-19 03:47:12","2024-07-19"
"TXN00013884","CUST023586","Food & Beverage","Stage Dive Pizza","BBQ Plate","15","2024-07-20 16:26:26","2024-07-21"
"TXN00013885","CUST002146","Merchandise","Metal Mayhem Merch","Hat/Cap","30","2024-07-21 01:03:08","2024-07-21"
"TXN00013886","CUST006798","Food & Beverage","Liquid Courage Bar","Pizza Slice","6","2024-07-19 19:51:32","2024-07-20"
"TXN00013887","CUST018386","Merchandise","Metal Mayhem Merch","Poster","15","2024-07-18 23:53:28","2024-07-19"
"TXN00013888","CUST009332","Food & Beverage","Stage Dive Pizza","Soda","5","2024-07-18 21:34:25","2024-07-19"
"TXN00013889","CUST006702","Food & Beverage","Liquid Courage Bar","Beer","14","2024-07-18 22:13:51","2024-07-19"
"TXN00013890","CUST008543","Merchandise","Riff Raff Gear","Flag/Banner","40","2024-07-21 00:24:53","2024-07-21"
"TXN00013891","CUST008345","Food & Beverage","Doom Dogs","Burger","12","2024-07-21 02:18:16","2024-07-21"
"TXN00013892","CUST003414","Food & Beverage","Liquid Courage Bar","Hot Dog","8","2024-07-20 02:59:32","2024-07-20"
"TXN00013893","CUST028807","Merchandise","Riff Raff Gear","Hoodie","70","2024-07-21 03:45:36","2024-07-21"
"TXN00013894","CUST021563","Merchandise","Headbanger Heaven","Hat/Cap","20","2024-07-19 03:00:48","2024-07-19"
"TXN00013895","CUST009570","Merchandise","Blackened Apparel","T-Shirt","35","2024-07-21 00:07:27","2024-07-21"
"TXN00013896","CUST019430","Merchandise","Riff Raff Gear","CD","12","2024-07-18 17:24:29","2024-07-19"
"TXN00013897","CUST014771","Merchandise","Skull & Bones Co","Hat/Cap","25","2024-07-20 20:37:06","2024-07-21"
"TXN00013898","CUST018393","Food & Beverage","Doom Dogs","Energy Drink","6","2024-07-20 16:13:57","2024-07-21"
"TXN00013899","CUST015792","Merchandise","Metal Mayhem Merch","Hoodie","60","2024-07-19 19:07:57","2024-07-20"
"TXN00013900","CUST006032","Food & Beverage","Headbang Burgers","Pizza Slice","6","2024-07-19 20:00:06","2024-07-20"
"TXN00013901","CUST026935","Food & Beverage","Stage Dive Pizza","Tacos","10","2024-07-19 23:49:23","2024-07-20"
"TXN00013902","CUST004580","Food & Beverage","Riff Refreshments","Energy Drink","8","2024-07-20 16:36:33","2024-07-21"
"TXN00013903","CUST021011","Food & Beverage","Headbang Burgers","Burger","16","2024-07-18 16:39:45","2024-07-19"
"TXN00013904","CUST024108","Food & Beverage","Liquid Courage Bar","Tacos","10","2024-07-20 20:18:16","2024-07-21"
"TXN00013905","CUST000330","Food & Beverage","Liquid Courage Bar","Tacos","14","2024-07-21 02:05:21","2024-07-21"
"TXN00013906","CUST027583","Merchandise","Skull & Bones Co","Vinyl Record","30","2024-07-19 00:54:39","2024-07-19"
"TXN00013907","CUST027970","Food & Beverage","Metal Munchies","Soda","6","2024-07-18 21:44:59","2024-07-19"
"TXN00013908","CUST010502","Merchandise","Blackened Apparel","Hat/Cap","25","2024-07-21 01:50:13","2024-07-21"
"TXN00013909","CUST011603","Food & Beverage","Thrash Tacos","Energy Drink","8","2024-07-19 17:17:12","2024-07-20"
"TXN00013910","CUST009252","Merchandise","Blackened Apparel","Vinyl Record","40","2024-07-20 00:29:53","2024-07-20"
"TXN00013911","CUST026389","Food & Beverage","Doom Dogs","Energy Drink","7","2024-07-20 18:04:06","2024-07-21"
"TXN00013912","CUST003339","Food & Beverage","Headbang Burgers","Pizza Slice","6","2024-07-20 02:23:42","2024-07-20"
"TXN00013913","CUST022615","Food & Beverage","Metal Munchies","Fries","6","2024-07-18 18:09:32","2024-07-19"
"TXN00013914","CUST024068","Food & Beverage","Thrash Tacos","Hot Dog","10","2024-07-21 00:51:13","2024-07-21"
"TXN00013915","CUST021548","Merchandise","Metal Mayhem Merch","CD","12","2024-07-18 20:06:12","2024-07-19"
"TXN00013916","CUST029496","Merchandise","Blackened Apparel","Poster","25","2024-07-19 20:08:34","2024-07-20"
"TXN00013917","CUST012423","Food & Beverage","Thrash Tacos","Energy Drink","7","2024-07-19 01:18:35","2024-07-19"
"TXN00013918","CUST024744","Food & Beverage","Riff Refreshments","Tacos","14","2024-07-18 17:39:20","2024-07-19"
"TXN00013919","CUST011106","Merchandise","Riff Raff Gear","T-Shirt","25","2024-07-19 23:20:10","2024-07-20"
"TXN00013920","CUST026390","Food & Beverage","Headbang Burgers","Burger","16","2024-07-19 18:49:12","2024-07-20"
"TXN00013921","CUST000750","Food & Beverage","Stage Dive Pizza","Energy Drink","7","2024-07-18 17:45:24","2024-07-19"
"TXN00013922","CUST028583","Merchandise","Metal Mayhem Merch","CD","18","2024-07-19 20:54:30","2024-07-20"
"TXN00013923","CUST025408","Merchandise","Riff Raff Gear","CD","15","2024-07-19 19:52:07","2024-07-20"
"TXN00013924","CUST023465","Food & Beverage","Metal Munchies","Water","4","2024-07-19 17:50:36","2024-07-20"
"TXN00013925","CUST008918","Food & Beverage","Riff Refreshments","Burger","14","2024-07-19 02:31:25","2024-07-19"
"TXN00013926","CUST002774","Food & Beverage","Heavy Metal BBQ","Hot Dog","8","2024-07-18 21:18:12","2024-07-19"
"TXN00013927","CUST024175","Food & Beverage","Liquid Courage Bar","Tacos","12","2024-07-20 18:54:55","2024-07-21"
"TXN00013928","CUST029875","Food & Beverage","Stage Dive Pizza","Tacos","14","2024-07-19 01:27:48","2024-07-19"
"TXN00013929","CUST018958","Merchandise","Headbanger Heaven","Patch","12","2024-07-19 20:15:22","2024-07-20"
"TXN00013930","CUST013625","Food & Beverage","Thrash Tacos","Beer","12","2024-07-20 18:48:58","2024-07-21"
"TXN00013931","CUST027067","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-18 19:16:07","2024-07-19"
"TXN00013932","CUST014759","Food & Beverage","Metal Munchies","Burger","16","2024-07-20 21:27:36","2024-07-21"
"TXN00013933","CUST009693","Merchandise","Skull & Bones Co","Patch","12","2024-07-20 02:19:07","2024-07-20"
"TXN00013934","CUST020804","Food & Beverage","Liquid Courage Bar","Hot Dog","10","2024-07-19 23:20:11","2024-07-20"
"TXN00013935","CUST013957","Merchandise","Riff Raff Gear","Patch","8","2024-07-18 18:32:42","2024-07-19"
"TXN00013936","CUST017199","Food & Beverage","Liquid Courage Bar","Hot Dog","10","2024-07-18 18:01:21","2024-07-19"
"TXN00013937","CUST004498","Merchandise","Skull & Bones Co","Vinyl Record","30","2024-07-19 02:43:27","2024-07-19"
"TXN00013938","CUST016789","Merchandise","Blackened Apparel","T-Shirt","35","2024-07-20 03:06:20","2024-07-20"
"TXN00013939","CUST007364","Food & Beverage","Doom Dogs","Beer","12","2024-07-19 23:40:02","2024-07-20"
"TXN00013940","CUST027887","Merchandise","Riff Raff Gear","Hat/Cap","30","2024-07-21 01:47:07","2024-07-21"
"TXN00013941","CUST026393","Merchandise","Skull & Bones Co","CD","18","2024-07-18 22:33:03","2024-07-19"
"TXN00013942","CUST016854","Merchandise","Riff Raff Gear","T-Shirt","30","2024-07-20 20:48:33","2024-07-21"
"TXN00013943","CUST024521","Merchandise","Blackened Apparel","Hat/Cap","30","2024-07-20 16:41:23","2024-07-21"
"TXN00013944","CUST028136","Food & Beverage","Headbang Burgers","Water","5","2024-07-20 22:51:16","2024-07-21"
"TXN00013945","CUST007835","Food & Beverage","Doom Dogs","Water","4","2024-07-21 02:08:47","2024-07-21"
"TXN00013946","CUST024435","Food & Beverage","Headbang Burgers","Fries","8","2024-07-18 20:37:22","2024-07-19"
"TXN00013947","CUST008416","Food & Beverage","Thrash Tacos","Fries","6","2024-07-18 16:06:52","2024-07-19"
"TXN00013948","CUST029298","Food & Beverage","Metal Munchies","Hot Dog","8","2024-07-20 23:39:27","2024-07-21"
"TXN00013949","CUST006451","Merchandise","Skull & Bones Co","T-Shirt","30","2024-07-19 01:52:05","2024-07-19"
"TXN00013950","CUST021465","Food & Beverage","Metal Munchies","BBQ Plate","18","2024-07-18 22:45:06","2024-07-19"
"TXN00013951","CUST029811","Merchandise","Blackened Apparel","Patch","12","2024-07-18 23:00:15","2024-07-19"
"TXN00013952","CUST001765","Food & Beverage","Metal Munchies","Burger","14","2024-07-19 20:40:29","2024-07-20"
"TXN00013953","CUST014694","Food & Beverage","Riff Refreshments","Fries","8","2024-07-21 02:01:21","2024-07-21"
"TXN00013954","CUST013990","Food & Beverage","Thrash Tacos","Pizza Slice","6","2024-07-19 23:48:47","2024-07-20"
"TXN00013955","CUST007910","Food & Beverage","Liquid Courage Bar","Beer","12","2024-07-19 02:24:45","2024-07-19"
"TXN00013956","CUST005308","Food & Beverage","Liquid Courage Bar","Water","4","2024-07-19 20:04:50","2024-07-20"
"TXN00013957","CUST021105","Food & Beverage","Metal Munchies","Burger","12","2024-07-20 02:39:45","2024-07-20"
"TXN00013958","CUST016458","Food & Beverage","Thrash Tacos","Beer","14","2024-07-21 01:18:17","2024-07-21"
"TXN00013959","CUST022720","Food & Beverage","Riff Refreshments","Energy Drink","7","2024-07-19 19:14:42","2024-07-20"
"TXN00013960","CUST027061","Merchandise","Skull & Bones Co","Vinyl Record","35","2024-07-19 21:51:25","2024-07-20"
"TXN00013961","CUST009730","Food & Beverage","Metal Munchies","Energy Drink","7","2024-07-19 18:51:45","2024-07-20"
"TXN00013962","CUST006764","Food & Beverage","Metal Munchies","Fries","8","2024-07-21 02:25:02","2024-07-21"
"TXN00013963","CUST007562","Food & Beverage","Doom Dogs","Tacos","14","2024-07-20 16:51:41","2024-07-21"
"TXN00013964","CUST016880","Food & Beverage","Thrash Tacos","Burger","14","2024-07-20 18:40:24","2024-07-21"
"TXN00013965","CUST022833","Food & Beverage","Headbang Burgers","Hot Dog","10","2024-07-18 16:09:17","2024-07-19"
"TXN00013966","CUST022238","Food & Beverage","Stage Dive Pizza","Tacos","14","2024-07-20 00:05:56","2024-07-20"
"TXN00013967","CUST019890","Merchandise","Riff Raff Gear","Hat/Cap","30","2024-07-21 01:10:23","2024-07-21"
"TXN00013968","CUST018802","Merchandise","Blackened Apparel","Hoodie","70","2024-07-19 16:12:24","2024-07-20"
"TXN00013969","CUST009298","Merchandise","Skull & Bones Co","CD","15","2024-07-19 02:30:52","2024-07-19"
"TXN00013970","CUST020097","Merchandise","Headbanger Heaven","Hat/Cap","30","2024-07-19 20:40:29","2024-07-20"
"TXN00013971","CUST019089","Food & Beverage","Heavy Metal BBQ","Water","4","2024-07-19 16:31:59","2024-07-20"
"TXN00013972","CUST029222","Food & Beverage","Riff Refreshments","Energy Drink","7","2024-07-19 19:41:35","2024-07-20"
"TXN00013973","CUST013455","Food & Beverage","Stage Dive Pizza","Water","4","2024-07-20 00:54:08","2024-07-20"
"TXN00013974","CUST027401","Merchandise","Metal Mayhem Merch","Hoodie","50","2024-07-19 00:04:53","2024-07-19"
"TXN00013975","CUST009656","Food & Beverage","Doom Dogs","Pizza Slice","6","2024-07-20 00:08:39","2024-07-20"
"TXN00013976","CUST009087","Merchandise","Blackened Apparel","Vinyl Record","35","2024-07-18 21:39:32","2024-07-19"
"TXN00013977","CUST007789","Merchandise","Skull & Bones Co","Hat/Cap","25","2024-07-19 21:39:55","2024-07-20"
"TXN00013978","CUST029520","Merchandise","Blackened Apparel","Hoodie","70","2024-07-18 18:17:29","2024-07-19"
"TXN00013979","CUST006743","Merchandise","Headbanger Heaven","Hoodie","50","2024-07-21 02:19:00","2024-07-21"
"TXN00013980","CUST001580","Merchandise","Blackened Apparel","Hat/Cap","25","2024-07-19 22:45:18","2024-07-20"
"TXN00013981","CUST029274","Merchandise","Blackened Apparel","Patch","10","2024-07-18 23:27:57","2024-07-19"
"TXN00013982","CUST018741","Food & Beverage","Thrash Tacos","Soda","5","2024-07-18 22:56:12","2024-07-19"
"TXN00013983","CUST015614","Food & Beverage","Riff Refreshments","Hot Dog","10","2024-07-20 01:08:05","2024-07-20"
"TXN00013984","CUST007668","Merchandise","Riff Raff Gear","Poster","25","2024-07-20 19:36:05","2024-07-21"
"TXN00013985","CUST002471","Merchandise","Skull & Bones Co","CD","15","2024-07-21 01:26:01","2024-07-21"
"TXN00013986","CUST018598","Merchandise","Blackened Apparel","T-Shirt","25","2024-07-19 19:00:28","2024-07-20"
"TXN00013987","CUST016613","Merchandise","Blackened Apparel","Vinyl Record","30","2024-07-21 01:37:54","2024-07-21"
"TXN00013988","CUST026545","Merchandise","Headbanger Heaven","Vinyl Record","40","2024-07-21 00:00:12","2024-07-21"
"TXN00013989","CUST009788","Merchandise","Metal Mayhem Merch","T-Shirt","25","2024-07-20 20:04:27","2024-07-21"
"TXN00013990","CUST019348","Food & Beverage","Doom Dogs","Water","4","2024-07-20 19:32:47","2024-07-21"
"TXN00013991","CUST010479","Food & Beverage","Riff Refreshments","Beer","14","2024-07-19 22:27:46","2024-07-20"
"TXN00013992","CUST001572","Merchandise","Blackened Apparel","Hat/Cap","25","2024-07-19 18:09:28","2024-07-20"
"TXN00013993","CUST012513","Food & Beverage","Doom Dogs","Beer","14","2024-07-18 18:52:05","2024-07-19"
"TXN00013994","CUST022836","Food & Beverage","Riff Refreshments","Burger","14","2024-07-19 23:00:22","2024-07-20"
"TXN00013995","CUST023973","Food & Beverage","Heavy Metal BBQ","Pizza Slice","6","2024-07-20 19:34:54","2024-07-21"
"TXN00013996","CUST001775","Food & Beverage","Headbang Burgers","Soda","5","2024-07-19 21:46:50","2024-07-20"
"TXN00013997","CUST007045","Merchandise","Blackened Apparel","CD","12","2024-07-19 17:29:01","2024-07-20"
"TXN00013998","CUST021219","Food & Beverage","Stage Dive Pizza","Pizza Slice","8","2024-07-19 17:33:08","2024-07-20"
"TXN00013999","CUST005974","Merchandise","Metal Mayhem Merch","Flag/Banner","35","2024-07-20 17:49:00","2024-07-21"
"TXN00014000","CUST016115","Merchandise","Blackened Apparel","Hat/Cap","25","2024-07-20 21:05:23","2024-07-21"
"TXN00014001","CUST019640","Food & Beverage","Metal Munchies","Pizza Slice","6","2024-07-19 01:05:28","2024-07-19"
"TXN00014002","CUST012557","Food & Beverage","Thrash Tacos","Burger","14","2024-07-21 00:41:44","2024-07-21"
"TXN00014003","CUST015464","Food & Beverage","Doom Dogs","Soda","5","2024-07-21 03:42:08","2024-07-21"
"TXN00014004","CUST012226","Food & Beverage","Doom Dogs","Water","4","2024-07-20 21:06:03","2024-07-21"
"TXN00014005","CUST014807","Merchandise","Skull & Bones Co","T-Shirt","30","2024-07-21 00:51:31","2024-07-21"
"TXN00014006","CUST005830","Food & Beverage","Thrash Tacos","Burger","14","2024-07-20 17:45:09","2024-07-21"
"TXN00014007","CUST019410","Merchandise","Blackened Apparel","Hoodie","60","2024-07-18 16:27:17","2024-07-19"
"TXN00014008","CUST029014","Food & Beverage","Metal Munchies","Fries","8","2024-07-21 03:47:34","2024-07-21"
"TXN00014009","CUST029465","Food & Beverage","Thrash Tacos","Soda","6","2024-07-18 18:32:31","2024-07-19"
"TXN00014010","CUST018121","Merchandise","Metal Mayhem Merch","Poster","15","2024-07-18 18:37:48","2024-07-19"
"TXN00014011","CUST012253","Merchandise","Riff Raff Gear","Hat/Cap","20","2024-07-19 17:05:11","2024-07-20"
"TXN00014012","CUST010550","Merchandise","Blackened Apparel","Hoodie","50","2024-07-21 01:08:40","2024-07-21"
"TXN00014013","CUST000918","Merchandise","Blackened Apparel","Hat/Cap","25","2024-07-21 01:55:12","2024-07-21"
"TXN00014014","CUST026647","Food & Beverage","Heavy Metal BBQ","Soda","5","2024-07-18 23:58:38","2024-07-19"
"TXN00014015","CUST014760","Merchandise","Riff Raff Gear","Hat/Cap","20","2024-07-20 20:36:09","2024-07-21"
"TXN00014016","CUST004869","Food & Beverage","Stage Dive Pizza","Water","4","2024-07-21 02:56:29","2024-07-21"
"TXN00014017","CUST022725","Food & Beverage","Metal Munchies","Soda","5","2024-07-18 22:38:41","2024-07-19"
"TXN00014018","CUST019916","Merchandise","Headbanger Heaven","Vinyl Record","35","2024-07-19 03:29:57","2024-07-19"
"TXN00014019","CUST006312","Food & Beverage","Doom Dogs","Pizza Slice","6","2024-07-20 00:21:44","2024-07-20"
"TXN00014020","CUST013934","Food & Beverage","Heavy Metal BBQ","Fries","6","2024-07-20 23:40:15","2024-07-21"
"TXN00014021","CUST000295","Food & Beverage","Metal Munchies","Hot Dog","10","2024-07-18 21:01:29","2024-07-19"
"TXN00014022","CUST011476","Food & Beverage","Thrash Tacos","Burger","14","2024-07-18 17:04:02","2024-07-19"
"TXN00014023","CUST018017","Merchandise","Metal Mayhem Merch","Poster","15","2024-07-18 19:25:28","2024-07-19"
"TXN00014024","CUST024307","Merchandise","Skull & Bones Co","Hoodie","60","2024-07-20 22:18:08","2024-07-21"
"TXN00014025","CUST014165","Merchandise","Riff Raff Gear","Patch","12","2024-07-20 17:59:06","2024-07-21"
"TXN00014026","CUST009368","Food & Beverage","Thrash Tacos","Energy Drink","7","2024-07-19 16:27:31","2024-07-20"
"TXN00014027","CUST019762","Food & Beverage","Metal Munchies","Burger","16","2024-07-19 20:19:09","2024-07-20"
"TXN00014028","CUST004173","Merchandise","Headbanger Heaven","Poster","15","2024-07-18 18:15:01","2024-07-19"
"TXN00014029","CUST005378","Merchandise","Skull & Bones Co","T-Shirt","35","2024-07-20 00:26:57","2024-07-20"
"TXN00014030","CUST006047","Merchandise","Metal Mayhem Merch","CD","15","2024-07-21 00:13:05","2024-07-21"
"TXN00014031","CUST016027","Food & Beverage","Heavy Metal BBQ","Water","4","2024-07-19 19:15:45","2024-07-20"
"TXN00014032","CUST001954","Food & Beverage","Doom Dogs","Water","5","2024-07-20 01:02:00","2024-07-20"
"TXN00014033","CUST014619","Food & Beverage","Metal Munchies","Pizza Slice","8","2024-07-20 20:51:29","2024-07-21"
"TXN00014034","CUST001561","Merchandise","Metal Mayhem Merch","Hat/Cap","25","2024-07-20 22:02:00","2024-07-21"
"TXN00014035","CUST018967","Merchandise","Riff Raff Gear","Flag/Banner","30","2024-07-19 17:54:06","2024-07-20"
"TXN00014036","CUST027599","Food & Beverage","Doom Dogs","Pizza Slice","6","2024-07-20 16:24:44","2024-07-21"
"TXN00014037","CUST014537","Merchandise","Blackened Apparel","T-Shirt","30","2024-07-20 01:14:37","2024-07-20"
"TXN00014038","CUST020182","Merchandise","Riff Raff Gear","CD","18","2024-07-19 01:30:51","2024-07-19"
"TXN00014039","CUST000198","Food & Beverage","Stage Dive Pizza","Tacos","10","2024-07-19 23:45:22","2024-07-20"
"TXN00014040","CUST006133","Food & Beverage","Doom Dogs","Energy Drink","8","2024-07-18 23:08:33","2024-07-19"
"TXN00014041","CUST023170","Food & Beverage","Heavy Metal BBQ","Pizza Slice","8","2024-07-20 03:58:50","2024-07-20"
"TXN00014042","CUST008205","Food & Beverage","Headbang Burgers","Beer","12","2024-07-19 02:07:54","2024-07-19"
"TXN00014043","CUST017259","Merchandise","Blackened Apparel","T-Shirt","25","2024-07-19 00:40:05","2024-07-19"
"TXN00014044","CUST021237","Food & Beverage","Liquid Courage Bar","Soda","5","2024-07-18 22:50:02","2024-07-19"
"TXN00014045","CUST009872","Food & Beverage","Thrash Tacos","Beer","12","2024-07-18 22:07:21","2024-07-19"
"TXN00014046","CUST017419","Food & Beverage","Riff Refreshments","Tacos","10","2024-07-20 21:41:46","2024-07-21"
"TXN00014047","CUST007168","Merchandise","Headbanger Heaven","Flag/Banner","40","2024-07-18 20:12:00","2024-07-19"
"TXN00014048","CUST013720","Merchandise","Skull & Bones Co","T-Shirt","30","2024-07-18 20:43:06","2024-07-19"
"TXN00014049","CUST018510","Food & Beverage","Riff Refreshments","Fries","8","2024-07-18 19:10:10","2024-07-19"
"TXN00014050","CUST007208","Food & Beverage","Thrash Tacos","BBQ Plate","20","2024-07-19 17:59:20","2024-07-20"
"TXN00014051","CUST015633","Food & Beverage","Liquid Courage Bar","BBQ Plate","20","2024-07-20 17:55:01","2024-07-21"
"TXN00014052","CUST004134","Merchandise","Riff Raff Gear","Patch","8","2024-07-20 17:51:27","2024-07-21"
"TXN00014053","CUST016971","Food & Beverage","Liquid Courage Bar","Energy Drink","7","2024-07-18 18:49:06","2024-07-19"
"TXN00014054","CUST021745","Food & Beverage","Liquid Courage Bar","Hot Dog","10","2024-07-21 01:04:56","2024-07-21"
