customer_id,age_group,gender,state,country,distance_traveled_miles,previous_attendance,purchase_platform
"CUST001380","25-34","Male","RI","USA","386","Second Time","Eventbrite"
"CUST001381","35-44","Non-Binary","PA","USA","138","First Time","Eventbrite"
"CUST001382","45-54","Female","PA","USA","19","Second Time","Eventbrite"
"CUST001383","25-34","Female","CA","USA","2578","Second Time","StubHub"
"CUST001384","45-54","Female","IL","USA","671","First Time","StubHub"
"CUST001385","18-24","Non-Binary","PA","USA","42","Returning (3+)","SeatGeek"
"CUST001386","45-54","Prefer not to say","DE","USA","161","Second Time","Eventbrite"
"CUST001387","55+","Male","PA","USA","142","Second Time","Eventbrite"
"CUST001388","25-34","Non-Binary","RI","USA","389","Returning (3+)","StubHub"
"CUST001389","55+","Non-Binary","MD","USA","179","First Time","StubHub"
"CUST001390","35-44","Male","CA","USA","2971","Second Time","Festival Website"
"CUST001391","35-44","Prefer not to say","FL","USA","955","Returning (3+)","Festival Website"
"CUST001392","55+","Prefer not to say","TX","USA","1739","Second Time","Eventbrite"
"CUST001393","18-24","Non-Binary","MD","USA","114","Returning (3+)","Ticketmaster"
"CUST001394","18-24","Male","TX","USA","1650","Second Time","Eventbrite"
"CUST001395","35-44","Non-Binary","FL","USA","964","Returning (3+)","Dice"
"CUST001396","35-44","Prefer not to say","PA","USA","89","Second Time","SeatGeek"
"CUST001397","35-44","Female","PA","USA","123","First Time","Festival Website"
"CUST001398","55+","Male","SC","USA","511","Returning (3+)","SeatGeek"
"CUST001399","55+","Prefer not to say","NY","USA","193","Second Time","Ticketmaster"
"CUST001400","35-44","Non-Binary","NY","USA","187","Second Time","SeatGeek"
"CUST001401","35-44","Female","GA","USA","728","Second Time","Festival Website"
"CUST001402","18-24","Non-Binary","DE","USA","192","Returning (3+)","Festival Website"
"CUST001403","45-54","Male","SC","USA","578","Returning (3+)","Dice"
"CUST001404","35-44","Female","PA","USA","76","Returning (3+)","StubHub"
"CUST001405","18-24","Non-Binary","MA","USA","304","First Time","Festival Website"
"CUST001406","55+","Non-Binary","CT","USA","326","First Time","Dice"
"CUST001407","35-44","Male","VA","USA","218","Returning (3+)","StubHub"
"CUST001408","45-54","Female","IL","USA","788","First Time","SeatGeek"
"CUST001409","25-34","Female","FL","USA","1042","Returning (3+)","Dice"
"CUST001410","35-44","Non-Binary","RI","USA","360","Second Time","StubHub"
"CUST001411","45-54","Female","NY","USA","297","Returning (3+)","Ticketmaster"
"CUST001412","45-54","Female","MD","USA","97","First Time","Eventbrite"
"CUST001413","35-44","Female","PA","USA","125","Returning (3+)","Eventbrite"
"CUST001414","25-34","Non-Binary","PA","USA","125","Returning (3+)","Dice"
"CUST001415","18-24","Male","CT","USA","264","Returning (3+)","StubHub"
"CUST001416","35-44","Female","DE","USA","158","First Time","StubHub"
"CUST001417","45-54","Male","MD","USA","140","Returning (3+)","StubHub"
"CUST001418","18-24","Non-Binary","NC","USA","355","First Time","Dice"
"CUST001419","18-24","Male","SC","USA","464","First Time","Ticketmaster"
"CUST001420","45-54","Female","MI","USA","432","First Time","Ticketmaster"
"CUST001421","25-34","Male","MD","USA","147","First Time","Eventbrite"
"CUST001422","35-44","Non-Binary","VA","USA","260","Second Time","Eventbrite"
"CUST001423","18-24","Female","NY","USA","242","Second Time","Ticketmaster"
"CUST001424","18-24","Female","CA","USA","2911","First Time","StubHub"
"CUST001425","45-54","Male","PA","USA","2","Second Time","Dice"
"CUST001426","25-34","Prefer not to say","FL","USA","1060","Returning (3+)","Dice"
"CUST001427","45-54","Male","GA","USA","616","Second Time","Ticketmaster"
"CUST001428","25-34","Prefer not to say","MD","USA","146","Second Time","StubHub"
"CUST001429","18-24","Non-Binary","NJ","USA","128","Returning (3+)","Festival Website"
"CUST001430","18-24","Non-Binary","RI","USA","340","First Time","Ticketmaster"
"CUST001431","18-24","Male","NY","USA","234","Returning (3+)","Ticketmaster"
"CUST001432","35-44","Female","MI","USA","584","Returning (3+)","StubHub"
"CUST001433","25-34","Male","PA","USA","36","Second Time","Eventbrite"
"CUST001434","35-44","Non-Binary","DE","USA","166","Second Time","Eventbrite"
"CUST001435","25-34","Non-Binary","PA","USA","85","Returning (3+)","Ticketmaster"
"CUST001436","18-24","Non-Binary","PA","USA","132","First Time","StubHub"
"CUST001437","18-24","Prefer not to say","CA","USA","2709","Second Time","Dice"
"CUST001438","18-24","Female","PA","USA","11","Second Time","StubHub"
"CUST001439","55+","Female","VA","USA","262","Second Time","Dice"
"CUST001440","25-34","Female","DE","USA","182","First Time","Eventbrite"
"CUST001441","25-34","Female","SC","USA","586","First Time","Dice"
"CUST001442","45-54","Male","NJ","USA","117","Returning (3+)","StubHub"
"CUST001443","18-24","Non-Binary","PA","USA","70","First Time","Ticketmaster"
"CUST001444","55+","Prefer not to say","MD","USA","76","Second Time","StubHub"
"CUST001445","55+","Male","CA","USA","2609","Returning (3+)","Festival Website"
"CUST001446","35-44","Non-Binary","DE","USA","180","Second Time","Ticketmaster"
"CUST001447","55+","Non-Binary","NY","USA","247","Returning (3+)","SeatGeek"
"CUST001448","55+","Female","VA","USA","239","Returning (3+)","Eventbrite"
"CUST001449","25-34","Male","MI","USA","437","Second Time","Dice"
"CUST001450","45-54","Male","MA","USA","305","First Time","StubHub"
"CUST001451","55+","Prefer not to say","VA","USA","341","Second Time","Festival Website"
"CUST001452","35-44","Female","PA","USA","20","First Time","Eventbrite"
"CUST001453","55+","Non-Binary","MD","USA","112","Returning (3+)","Dice"
"CUST001454","55+","Prefer not to say","CA","USA","2581","First Time","StubHub"
"CUST001455","18-24","Female","TX","USA","1677","First Time","Ticketmaster"
"CUST001456","55+","Non-Binary","NY","USA","214","First Time","StubHub"
"CUST001457","45-54","Non-Binary","NJ","USA","225","First Time","Dice"
"CUST001458","35-44","Prefer not to say","SC","USA","584","Returning (3+)","Eventbrite"
"CUST001459","25-34","Prefer not to say","NY","USA","281","Second Time","Dice"
"CUST001460","35-44","Non-Binary","IL","USA","746","Returning (3+)","Festival Website"
"CUST001461","35-44","Male","VA","USA","186","First Time","Eventbrite"
"CUST001462","18-24","Male","NY","USA","261","Second Time","StubHub"
"CUST001463","18-24","Female","NY","USA","269","Returning (3+)","Eventbrite"
"CUST001464","55+","Prefer not to say","VA","USA","341","Second Time","Ticketmaster"
"CUST001465","35-44","Female","CT","USA","267","Returning (3+)","Eventbrite"
"CUST001466","25-34","Female","CA","USA","2691","Second Time","Ticketmaster"
"CUST001467","35-44","Prefer not to say","PA","USA","128","Second Time","Eventbrite"
"CUST001468","25-34","Non-Binary","CT","USA","310","Second Time","Dice"
"CUST001469","55+","Female","CA","USA","2722","Second Time","StubHub"
"CUST001470","45-54","Prefer not to say","PA","USA","124","First Time","Ticketmaster"
"CUST001471","25-34","Prefer not to say","NC","USA","485","Second Time","SeatGeek"
"CUST001472","45-54","Female","FL","USA","853","Returning (3+)","Ticketmaster"
"CUST001473","35-44","Male","CA","USA","2695","First Time","Ticketmaster"
"CUST001474","25-34","Prefer not to say","DE","USA","181","First Time","SeatGeek"
"CUST001475","25-34","Prefer not to say","NY","USA","300","Second Time","Ticketmaster"
"CUST001476","45-54","Male","PA","USA","5","Returning (3+)","Ticketmaster"
"CUST001477","55+","Male","SC","USA","489","Second Time","Festival Website"
"CUST001478","45-54","Prefer not to say","NY","USA","210","First Time","Ticketmaster"
"CUST001479","18-24","Female","MD","USA","196","First Time","SeatGeek"
"CUST001480","35-44","Male","OH","USA","344","Returning (3+)","Dice"
"CUST001481","25-34","Prefer not to say","NY","USA","162","Returning (3+)","Dice"
"CUST001482","35-44","Male","TX","USA","1548","Returning (3+)","Ticketmaster"
"CUST001483","35-44","Female","PA","USA","118","Second Time","Ticketmaster"
"CUST001484","18-24","Male","MD","USA","114","First Time","Eventbrite"
"CUST001485","45-54","Female","NC","USA","476","Returning (3+)","Dice"
"CUST001486","55+","Non-Binary","NY","USA","158","First Time","StubHub"
"CUST001487","35-44","Prefer not to say","IL","USA","729","First Time","StubHub"
"CUST001488","18-24","Prefer not to say","NY","USA","233","First Time","Festival Website"
"CUST001489","45-54","Non-Binary","CT","USA","260","Returning (3+)","Eventbrite"
"CUST001490","45-54","Non-Binary","SC","USA","644","First Time","SeatGeek"
"CUST001491","45-54","Prefer not to say","TX","USA","1576","Second Time","Eventbrite"
"CUST001492","35-44","Female","NJ","USA","110","First Time","Ticketmaster"
"CUST001493","18-24","Non-Binary","NJ","USA","151","First Time","Dice"
"CUST001494","45-54","Non-Binary","MD","USA","84","Returning (3+)","Dice"
"CUST001495","25-34","Prefer not to say","OH","USA","295","Returning (3+)","SeatGeek"
"CUST001496","55+","Prefer not to say","TX","USA","1653","Returning (3+)","Ticketmaster"
"CUST001497","18-24","Non-Binary","NY","USA","239","Returning (3+)","StubHub"
"CUST001498","55+","Non-Binary","MA","USA","319","First Time","StubHub"
"CUST001499","18-24","Female","NY","USA","150","Returning (3+)","Eventbrite"
"CUST001500","35-44","Prefer not to say","TX","USA","1711","First Time","StubHub"
"CUST001501","55+","Prefer not to say","CT","USA","259","Returning (3+)","Ticketmaster"
"CUST001502","25-34","Male","TX","USA","1494","First Time","Eventbrite"
"CUST001503","35-44","Male","CA","USA","2733","First Time","Dice"
"CUST001504","25-34","Female","NC","USA","372","First Time","Dice"
"CUST001505","18-24","Female","MA","USA","347","Returning (3+)","Ticketmaster"
"CUST001506","55+","Female","NC","USA","452","Returning (3+)","Festival Website"
"CUST001507","45-54","Prefer not to say","MI","USA","512","First Time","Eventbrite"
"CUST001508","55+","Male","NC","USA","470","First Time","Festival Website"
"CUST001509","45-54","Female","NJ","USA","236","First Time","StubHub"
"CUST001510","55+","Male","FL","USA","874","Returning (3+)","Festival Website"
"CUST001511","35-44","Prefer not to say","PA","USA","2","Returning (3+)","Eventbrite"
"CUST001512","25-34","Male","PA","USA","124","Second Time","Eventbrite"
"CUST001513","18-24","Female","CT","USA","318","Second Time","SeatGeek"
"CUST001514","25-34","Prefer not to say","DE","USA","187","First Time","Ticketmaster"
"CUST001515","55+","Prefer not to say","NJ","USA","248","Returning (3+)","SeatGeek"
"CUST001516","25-34","Male","FL","USA","1003","Returning (3+)","Festival Website"
"CUST001517","55+","Female","NJ","USA","217","First Time","Ticketmaster"
"CUST001518","35-44","Male","CA","USA","2974","Returning (3+)","SeatGeek"
"CUST001519","45-54","Female","VA","USA","284","First Time","Ticketmaster"
"CUST001520","25-34","Female","NY","USA","194","Second Time","StubHub"
"CUST001521","25-34","Prefer not to say","MD","USA","192","Returning (3+)","StubHub"
"CUST001522","35-44","Prefer not to say","VA","USA","301","First Time","Eventbrite"
"CUST001523","35-44","Non-Binary","NJ","USA","135","Returning (3+)","Dice"
"CUST001524","18-24","Female","VA","USA","156","Second Time","Ticketmaster"
"CUST001525","45-54","Female","SC","USA","604","First Time","Dice"
"CUST001526","25-34","Prefer not to say","NJ","USA","221","Second Time","Eventbrite"
"CUST001527","55+","Male","VA","USA","242","First Time","Dice"
"CUST001528","45-54","Non-Binary","MA","USA","361","Second Time","Eventbrite"
"CUST001529","18-24","Male","OH","USA","286","Returning (3+)","Festival Website"
"CUST001530","45-54","Female","RI","USA","326","Second Time","Ticketmaster"
"CUST001531","55+","Prefer not to say","NY","USA","151","Returning (3+)","Festival Website"
"CUST001532","45-54","Non-Binary","VA","USA","339","First Time","SeatGeek"
"CUST001533","55+","Prefer not to say","PA","USA","5","Second Time","StubHub"
"CUST001534","18-24","Non-Binary","TX","USA","1553","Returning (3+)","Dice"
"CUST001535","18-24","Male","MD","USA","87","Returning (3+)","Ticketmaster"
"CUST001536","35-44","Female","NY","USA","180","First Time","Ticketmaster"
"CUST001537","35-44","Female","VA","USA","199","Returning (3+)","Festival Website"
"CUST001538","45-54","Non-Binary","FL","USA","1138","Second Time","Eventbrite"
"CUST001539","35-44","Female","RI","USA","382","First Time","SeatGeek"
"CUST001540","25-34","Male","CT","USA","320","First Time","Festival Website"
"CUST001541","35-44","Male","OH","USA","348","First Time","SeatGeek"
"CUST001542","25-34","Prefer not to say","RI","USA","362","Returning (3+)","Festival Website"
"CUST001543","35-44","Male","PA","USA","92","First Time","Ticketmaster"
"CUST001544","55+","Male","GA","USA","660","First Time","Dice"
"CUST001545","45-54","Non-Binary","MA","USA","349","Second Time","SeatGeek"
"CUST001546","55+","Prefer not to say","RI","USA","339","Returning (3+)","Eventbrite"
"CUST001547","45-54","Non-Binary","GA","USA","754","First Time","Ticketmaster"
"CUST001548","35-44","Female","PA","USA","83","First Time","SeatGeek"
"CUST001549","45-54","Female","RI","USA","342","Returning (3+)","Eventbrite"
"CUST001550","45-54","Non-Binary","OH","USA","289","First Time","StubHub"
"CUST001551","18-24","Male","GA","USA","773","Second Time","Ticketmaster"
"CUST001552","35-44","Female","PA","USA","128","Second Time","SeatGeek"
"CUST001553","55+","Prefer not to say","PA","USA","89","First Time","Festival Website"
"CUST001554","55+","Female","MD","USA","192","Returning (3+)","Festival Website"
"CUST001555","45-54","Non-Binary","FL","USA","907","Second Time","Festival Website"
"CUST001556","18-24","Male","VA","USA","290","Returning (3+)","StubHub"
"CUST001557","25-34","Male","NY","USA","226","Second Time","Ticketmaster"
"CUST001558","25-34","Non-Binary","FL","USA","1097","Returning (3+)","SeatGeek"
"CUST001559","25-34","Male","PA","USA","113","Second Time","Dice"
"CUST001560","45-54","Female","PA","USA","129","Second Time","SeatGeek"
"CUST001561","45-54","Prefer not to say","GA","USA","673","First Time","Festival Website"
"CUST001562","35-44","Female","CA","USA","2513","Returning (3+)","Dice"
"CUST001563","25-34","Male","CT","USA","292","Returning (3+)","Festival Website"
"CUST001564","18-24","Male","PA","USA","41","First Time","Ticketmaster"
"CUST001565","45-54","Female","NY","USA","285","Returning (3+)","Ticketmaster"
"CUST001566","35-44","Non-Binary","OH","USA","277","Second Time","SeatGeek"
"CUST001567","35-44","Prefer not to say","IL","USA","609","First Time","StubHub"
"CUST001568","45-54","Prefer not to say","GA","USA","674","Second Time","Festival Website"
"CUST001569","18-24","Prefer not to say","PA","USA","98","Returning (3+)","Eventbrite"
"CUST001570","35-44","Non-Binary","FL","USA","1071","First Time","SeatGeek"
"CUST001571","35-44","Non-Binary","VA","USA","319","Second Time","Ticketmaster"
"CUST001572","45-54","Male","GA","USA","631","First Time","Festival Website"
"CUST001573","18-24","Non-Binary","PA","USA","91","First Time","Eventbrite"
"CUST001574","55+","Prefer not to say","MI","USA","455","First Time","Eventbrite"
"CUST001575","45-54","Female","CT","USA","276","Second Time","Eventbrite"
"CUST001576","18-24","Non-Binary","GA","USA","621","Returning (3+)","Ticketmaster"
"CUST001577","25-34","Prefer not to say","MA","USA","378","Returning (3+)","SeatGeek"
"CUST001578","18-24","Prefer not to say","PA","USA","145","First Time","Festival Website"
"CUST001579","35-44","Female","NY","USA","171","First Time","StubHub"
"CUST001580","45-54","Female","FL","USA","990","First Time","Eventbrite"
"CUST001581","35-44","Prefer not to say","OH","USA","277","Second Time","Dice"
"CUST001582","18-24","Prefer not to say","GA","USA","675","First Time","Ticketmaster"
"CUST001583","55+","Female","CT","USA","260","First Time","Ticketmaster"
"CUST001584","55+","Prefer not to say","PA","USA","17","Returning (3+)","SeatGeek"
"CUST001585","18-24","Female","PA","USA","41","Second Time","Festival Website"
"CUST001586","55+","Female","NY","USA","164","Returning (3+)","Dice"
"CUST001587","45-54","Female","SC","USA","592","First Time","StubHub"
"CUST001588","35-44","Female","NJ","USA","119","Returning (3+)","Eventbrite"
"CUST001589","55+","Non-Binary","TX","USA","1490","Second Time","Dice"
"CUST001590","18-24","Prefer not to say","PA","USA","148","Returning (3+)","Dice"
"CUST001591","18-24","Female","NY","USA","186","Second Time","Ticketmaster"
"CUST001592","18-24","Male","NY","USA","171","Returning (3+)","Festival Website"
"CUST001593","35-44","Non-Binary","MA","USA","345","Returning (3+)","Dice"
"CUST001594","45-54","Female","PA","USA","108","Second Time","StubHub"
"CUST001595","18-24","Prefer not to say","DE","USA","173","Second Time","SeatGeek"
"CUST001596","35-44","Male","NY","USA","166","Returning (3+)","Eventbrite"
"CUST001597","18-24","Female","PA","USA","39","Second Time","Eventbrite"
"CUST001598","25-34","Male","RI","USA","306","First Time","Festival Website"
"CUST001599","35-44","Prefer not to say","MD","USA","73","Returning (3+)","Eventbrite"
"CUST001600","35-44","Prefer not to say","NC","USA","439","First Time","Dice"
"CUST001601","18-24","Female","OH","USA","297","Returning (3+)","Ticketmaster"
"CUST001602","45-54","Non-Binary","RI","USA","356","Second Time","Dice"
"CUST001603","18-24","Female","FL","USA","936","First Time","Festival Website"
"CUST001604","45-54","Prefer not to say","IL","USA","632","Second Time","Eventbrite"
"CUST001605","18-24","Male","PA","USA","131","Returning (3+)","StubHub"
"CUST001606","35-44","Non-Binary","NJ","USA","160","Second Time","Eventbrite"
"CUST001607","35-44","Prefer not to say","CT","USA","250","Returning (3+)","Festival Website"
"CUST001608","18-24","Female","DE","USA","189","Returning (3+)","SeatGeek"
"CUST001609","25-34","Male","CA","USA","2635","Returning (3+)","Ticketmaster"
"CUST001610","45-54","Female","PA","USA","38","Second Time","SeatGeek"
"CUST001611","35-44","Female","IL","USA","731","Second Time","Festival Website"
"CUST001612","18-24","Male","OH","USA","255","Returning (3+)","StubHub"
"CUST001613","18-24","Male","MI","USA","444","Returning (3+)","Dice"
"CUST001614","18-24","Female","NJ","USA","226","Returning (3+)","Dice"
"CUST001615","35-44","Female","NJ","USA","152","Second Time","Dice"
"CUST001616","25-34","Prefer not to say","OH","USA","356","First Time","Ticketmaster"
"CUST001617","45-54","Prefer not to say","SC","USA","611","Returning (3+)","SeatGeek"
"CUST001618","35-44","Non-Binary","RI","USA","354","Returning (3+)","Dice"
"CUST001619","25-34","Non-Binary","NY","USA","287","Returning (3+)","Dice"
"CUST001620","55+","Prefer not to say","FL","USA","1114","Returning (3+)","Eventbrite"
"CUST001621","18-24","Prefer not to say","NC","USA","469","First Time","Ticketmaster"
"CUST001622","55+","Female","MI","USA","418","First Time","Dice"
"CUST001623","45-54","Male","NJ","USA","240","Returning (3+)","Festival Website"
"CUST001624","35-44","Female","VA","USA","311","First Time","Festival Website"
"CUST001625","18-24","Female","IL","USA","624","Returning (3+)","Dice"
"CUST001626","25-34","Non-Binary","TX","USA","1403","Second Time","Festival Website"
"CUST001627","18-24","Female","NY","USA","234","First Time","Ticketmaster"
"CUST001628","25-34","Male","DE","USA","132","Returning (3+)","SeatGeek"
"CUST001629","35-44","Female","FL","USA","1163","First Time","StubHub"
"CUST001630","25-34","Female","IL","USA","791","Second Time","Eventbrite"
"CUST001631","35-44","Prefer not to say","MD","USA","197","Returning (3+)","Festival Website"
"CUST001632","25-34","Non-Binary","PA","USA","35","Returning (3+)","SeatGeek"
"CUST001633","18-24","Female","RI","USA","304","Second Time","Ticketmaster"
"CUST001634","18-24","Non-Binary","NY","USA","228","First Time","SeatGeek"
"CUST001635","55+","Non-Binary","MD","USA","173","First Time","Festival Website"
"CUST001636","45-54","Non-Binary","MA","USA","370","Returning (3+)","Ticketmaster"
"CUST001637","35-44","Prefer not to say","MI","USA","530","Second Time","SeatGeek"
"CUST001638","55+","Prefer not to say","NY","USA","175","Second Time","Eventbrite"
"CUST001639","45-54","Non-Binary","MD","USA","140","Returning (3+)","Ticketmaster"
"CUST001640","35-44","Male","RI","USA","300","First Time","Ticketmaster"
"CUST001641","18-24","Non-Binary","DE","USA","141","Second Time","Festival Website"
"CUST001642","18-24","Male","MD","USA","74","First Time","Festival Website"
"CUST001643","45-54","Non-Binary","TX","USA","1471","First Time","StubHub"
"CUST001644","45-54","Female","NC","USA","301","First Time","Dice"
"CUST001645","45-54","Prefer not to say","OH","USA","301","First Time","StubHub"
"CUST001646","55+","Prefer not to say","RI","USA","323","Returning (3+)","StubHub"
"CUST001647","35-44","Male","NY","USA","249","Second Time","Festival Website"
"CUST001648","18-24","Non-Binary","TX","USA","1694","Returning (3+)","StubHub"
"CUST001649","45-54","Prefer not to say","MD","USA","129","Second Time","Dice"
"CUST001650","25-34","Female","MI","USA","407","Returning (3+)","StubHub"
"CUST001651","45-54","Non-Binary","FL","USA","932","Second Time","Ticketmaster"
"CUST001652","18-24","Female","CT","USA","254","Returning (3+)","Dice"
"CUST001653","55+","Prefer not to say","NY","USA","178","First Time","StubHub"
"CUST001654","25-34","Male","TX","USA","1557","Second Time","StubHub"
"CUST001655","55+","Prefer not to say","NY","USA","272","Returning (3+)","Festival Website"
"CUST001656","55+","Female","RI","USA","397","Second Time","Dice"
"CUST001657","25-34","Female","NJ","USA","146","Returning (3+)","Eventbrite"
"CUST001658","35-44","Non-Binary","TX","USA","1583","First Time","StubHub"
"CUST001659","25-34","Non-Binary","VA","USA","327","Second Time","Dice"
"CUST001660","45-54","Prefer not to say","RI","USA","377","First Time","StubHub"
"CUST001661","25-34","Male","VA","USA","275","Second Time","Festival Website"
"CUST001662","18-24","Prefer not to say","MI","USA","458","Second Time","Ticketmaster"
"CUST001663","18-24","Prefer not to say","NJ","USA","117","First Time","Eventbrite"
"CUST001664","35-44","Non-Binary","NY","USA","170","Second Time","Ticketmaster"
"CUST001665","25-34","Non-Binary","NC","USA","467","First Time","Ticketmaster"
"CUST001666","18-24","Non-Binary","NJ","USA","135","First Time","SeatGeek"
"CUST001667","25-34","Male","RI","USA","376","First Time","SeatGeek"
"CUST001668","45-54","Prefer not to say","PA","USA","17","First Time","Dice"
"CUST001669","25-34","Non-Binary","CT","USA","263","Second Time","Eventbrite"
"CUST001670","55+","Female","PA","USA","41","First Time","Ticketmaster"
"CUST001671","18-24","Male","PA","USA","93","First Time","SeatGeek"
"CUST001672","45-54","Male","DE","USA","176","Returning (3+)","SeatGeek"
"CUST001673","25-34","Male","VA","USA","253","First Time","Festival Website"
"CUST001674","35-44","Prefer not to say","PA","USA","81","Second Time","Dice"
"CUST001675","25-34","Prefer not to say","DE","USA","166","Returning (3+)","SeatGeek"
"CUST001676","55+","Male","NY","USA","163","Returning (3+)","Festival Website"
"CUST001677","45-54","Male","TX","USA","1432","Second Time","SeatGeek"
"CUST001678","35-44","Non-Binary","MA","USA","313","First Time","Eventbrite"
"CUST001679","18-24","Non-Binary","PA","USA","142","Returning (3+)","StubHub"
"CUST001680","35-44","Female","PA","USA","142","Second Time","Eventbrite"
"CUST001681","55+","Non-Binary","NJ","USA","159","Second Time","Ticketmaster"
"CUST001682","55+","Prefer not to say","PA","USA","44","First Time","Festival Website"
"CUST001683","35-44","Prefer not to say","MD","USA","63","Second Time","StubHub"
"CUST001684","18-24","Male","CA","USA","2994","Returning (3+)","Dice"
"CUST001685","55+","Prefer not to say","IL","USA","629","First Time","Eventbrite"
"CUST001686","18-24","Female","PA","USA","117","First Time","StubHub"
"CUST001687","18-24","Male","NY","USA","153","First Time","Ticketmaster"
"CUST001688","18-24","Non-Binary","PA","USA","79","First Time","SeatGeek"
"CUST001689","35-44","Non-Binary","GA","USA","645","First Time","SeatGeek"
"CUST001690","45-54","Female","NY","USA","169","Returning (3+)","SeatGeek"
"CUST001691","25-34","Female","GA","USA","623","Second Time","Eventbrite"
"CUST001692","55+","Prefer not to say","CA","USA","2832","First Time","Dice"
"CUST001693","55+","Female","TX","USA","1543","Second Time","Festival Website"
"CUST001694","45-54","Female","TX","USA","1467","First Time","Festival Website"
"CUST001695","55+","Male","MA","USA","394","First Time","SeatGeek"
"CUST001696","35-44","Non-Binary","GA","USA","698","First Time","StubHub"
"CUST001697","45-54","Male","RI","USA","359","Second Time","StubHub"
"CUST001698","18-24","Female","MA","USA","397","Returning (3+)","SeatGeek"
"CUST001699","25-34","Female","GA","USA","791","Second Time","SeatGeek"
"CUST001700","35-44","Male","SC","USA","577","Second Time","Dice"
"CUST001701","25-34","Female","DE","USA","158","First Time","StubHub"
"CUST001702","25-34","Prefer not to say","PA","USA","64","First Time","SeatGeek"
"CUST001703","35-44","Male","FL","USA","881","Returning (3+)","Ticketmaster"
"CUST001704","18-24","Male","GA","USA","734","Returning (3+)","SeatGeek"
"CUST001705","25-34","Non-Binary","MI","USA","488","Second Time","Eventbrite"
"CUST001706","55+","Female","FL","USA","858","First Time","Festival Website"
"CUST001707","25-34","Non-Binary","PA","USA","99","Returning (3+)","Dice"
"CUST001708","18-24","Non-Binary","MI","USA","486","Returning (3+)","Festival Website"
"CUST001709","45-54","Prefer not to say","OH","USA","340","First Time","SeatGeek"
"CUST001710","35-44","Non-Binary","MD","USA","154","Second Time","Ticketmaster"
"CUST001711","35-44","Non-Binary","OH","USA","276","Second Time","SeatGeek"
"CUST001712","45-54","Prefer not to say","PA","USA","80","Returning (3+)","Dice"
"CUST001713","18-24","Prefer not to say","FL","USA","994","Second Time","StubHub"
"CUST001714","55+","Female","NY","USA","262","Returning (3+)","Dice"
"CUST001715","55+","Female","VA","USA","150","First Time","Eventbrite"
"CUST001716","25-34","Non-Binary","NY","USA","184","Second Time","Dice"
"CUST001717","18-24","Male","SC","USA","564","Second Time","Ticketmaster"
"CUST001718","35-44","Female","PA","USA","34","First Time","StubHub"
"CUST001719","55+","Prefer not to say","MA","USA","304","Returning (3+)","SeatGeek"
"CUST001720","35-44","Female","NY","USA","159","Returning (3+)","Ticketmaster"
"CUST001721","18-24","Female","SC","USA","595","Second Time","Dice"
"CUST001722","55+","Prefer not to say","OH","USA","281","First Time","Festival Website"
"CUST001723","25-34","Non-Binary","VA","USA","336","Returning (3+)","Dice"
"CUST001724","18-24","Non-Binary","PA","USA","107","Second Time","StubHub"
"CUST001725","55+","Male","NJ","USA","204","Second Time","StubHub"
"CUST001726","35-44","Female","NJ","USA","224","Returning (3+)","Dice"
"CUST001727","35-44","Non-Binary","NY","USA","172","Returning (3+)","Festival Website"
"CUST001728","35-44","Non-Binary","NJ","USA","107","Second Time","StubHub"
"CUST001729","55+","Non-Binary","NJ","USA","141","Second Time","Ticketmaster"
"CUST001730","18-24","Female","MA","USA","392","Returning (3+)","SeatGeek"
"CUST001731","45-54","Non-Binary","MD","USA","145","Returning (3+)","Ticketmaster"
"CUST001732","35-44","Female","CT","USA","296","Returning (3+)","StubHub"
"CUST001733","25-34","Male","MA","USA","392","First Time","Dice"
"CUST001734","35-44","Male","IL","USA","681","Returning (3+)","Ticketmaster"
"CUST001735","45-54","Prefer not to say","VA","USA","307","Returning (3+)","Festival Website"
"CUST001736","55+","Prefer not to say","NY","USA","156","Returning (3+)","Festival Website"
"CUST001737","55+","Non-Binary","NJ","USA","157","Returning (3+)","Ticketmaster"
"CUST001738","35-44","Female","NC","USA","314","First Time","Eventbrite"
"CUST001739","25-34","Male","DE","USA","170","Returning (3+)","Dice"
"CUST001740","35-44","Prefer not to say","SC","USA","494","Returning (3+)","Ticketmaster"
"CUST001741","18-24","Male","MI","USA","435","First Time","Festival Website"
"CUST001742","35-44","Non-Binary","MI","USA","472","First Time","Dice"
"CUST001743","35-44","Prefer not to say","NY","USA","171","Returning (3+)","SeatGeek"
"CUST001744","45-54","Prefer not to say","GA","USA","603","Returning (3+)","Dice"
"CUST001745","25-34","Non-Binary","DE","USA","121","First Time","Festival Website"
"CUST001746","18-24","Male","NJ","USA","217","Second Time","Dice"
"CUST001747","25-34","Female","MD","USA","101","First Time","Dice"
"CUST001748","45-54","Prefer not to say","PA","USA","28","Returning (3+)","Eventbrite"
"CUST001749","55+","Female","CT","USA","253","First Time","Festival Website"
"CUST001750","25-34","Non-Binary","CA","USA","2732","Returning (3+)","Dice"
"CUST001751","18-24","Prefer not to say","CA","USA","2604","First Time","Festival Website"
"CUST001752","55+","Non-Binary","SC","USA","608","Returning (3+)","Dice"
"CUST001753","35-44","Male","TX","USA","1789","Second Time","Festival Website"
"CUST001754","55+","Female","PA","USA","118","First Time","SeatGeek"
"CUST001755","45-54","Non-Binary","CT","USA","324","First Time","Eventbrite"
